source,target,Kind
A3852,A1717,tw
A3852,A5866,tw
A3852,A6052,tw
A3852,A5494,tw
A3852,A2424,tw
A3852,A3247,tw
A3852,A869,tw
A3852,A776,tw
A3852,A4973,tw
A3852,A3537,tw
A3852,A5757,tw
A3852,A1410,tw
A3852,A1930,tw
A3852,A3036,tw
A3852,A3030,tw
A3852,A1524,tw
A3852,A3034,tw
A3852,A6347,tw
A3852,A1288,tw
A3852,A242,tw
A3852,A4032,tw
A3852,A3605,tw
A3852,A4563,tw
A3852,A380,tw
A3852,A6385,tw
A3852,A4006,tw
A3852,A3888,tw
A3852,A5289,tw
A3852,A6171,tw
A3852,A3500,tw
A3852,A5393,tw
A69,A3346,tw
A431,A197,tw
A3852,A197,tw
A3852,A35,tw
A3852,A902,tw
A3852,A4732,tw
A3852,A5303,tw
A3852,A2081,tw
A3852,A5810,tw
A3852,A4051,tw
A3852,A3828,tw
A3852,A470,tw
A3852,A2065,tw
A3852,A4175,tw
A1234,A2895,tw
A3852,A5704,tw
A3852,A6292,tw
A3852,A451,tw
A3852,A2274,tw
A3852,A2234,tw
A3852,A3417,tw
A3852,A4314,tw
A3852,A4716,tw
A3852,A632,tw
A3852,A6316,tw
A494,A3558,tw
A3852,A3558,tw
A3852,A5417,tw
A3852,A315,tw
A3852,A2386,tw
A3852,A3468,tw
A3852,A4372,tw
A3258,A4240,tw
A3852,A5588,tw
A3852,A1632,tw
A3852,A5766,tw
A3852,A1059,tw
A3852,A1527,tw
A3852,A1273,tw
A3210,A3053,tw
A3852,A371,tw
A3852,A548,tw
A3852,A6261,tw
A3852,A3700,tw
A3852,A1901,tw
A3852,A2489,tw
A3852,A2841,tw
A3852,A5513,tw
A3852,A1597,tw
A3852,A1757,tw
A6049,A1071,tw
A3852,A1142,tw
A3852,A635,tw
A3852,A4222,tw
A3852,A6134,tw
A3852,A4206,tw
A3852,A4201,tw
A3852,A139,tw
A3852,A385,tw
A3852,A3995,tw
A3852,A421,tw
A3852,A6089,tw
A3852,A2909,tw
A3852,A826,tw
A3852,A5599,tw
A3852,A5710,tw
A3852,A627,tw
A3852,A4913,tw
A3852,A4924,tw
A3852,A4123,tw
A3852,A5883,tw
A384,A5182,tw
A3852,A2272,tw
A3271,A2471,tw
A3852,A5182,tw
A384,A4733,tw
A3852,A4902,tw
A3852,A4142,tw
A3852,A4733,tw
A3852,A3292,tw
A3852,A1795,tw
A3852,A2278,tw
A3852,A6333,tw
A3852,A709,tw
A431,A2471,tw
A3852,A1304,tw
A3852,A5222,tw
A3852,A4407,tw
A3852,A5236,tw
A3852,A4725,tw
A3852,A1496,tw
A3852,A2346,tw
A1599,A326,tw
A5319,A5072,tw
A3852,A1539,tw
A3852,A4329,tw
A3852,A2612,tw
A3852,A2233,tw
A3852,A3581,tw
A3852,A4648,tw
A3852,A4983,tw
A4105,A1293,tw
A1343,A5846,tw
A431,A2401,tw
A3852,A1293,tw
A3852,A1011,tw
A2138,A5163,tw
A1466,A5926,tw
A1466,A2612,tw
A1466,A802,tw
A1466,A2745,tw
A1466,A845,tw
A1466,A641,tw
A1466,A3400,tw
A1466,A6091,tw
A1466,A6252,tw
A1466,A203,tw
A1466,A4496,tw
A1466,A2444,tw
A1466,A1565,tw
A1466,A3021,tw
A1466,A2058,tw
A1466,A1927,tw
A1466,A5553,tw
A1466,A5148,tw
A4037,A5587,tw
A1466,A5976,tw
A1466,A2945,tw
A1466,A5134,tw
A1466,A2835,tw
A1466,A5097,tw
A1466,A3553,tw
A1466,A2912,tw
A1466,A3173,tw
A1466,A4422,tw
A1466,A5908,tw
A1466,A412,tw
A1466,A5716,tw
A1466,A1018,tw
A3166,A795,tw
A1466,A2063,tw
A1466,A3591,tw
A1466,A5149,tw
A2316,A1390,tw
A3868,A5172,tw
A3868,A5788,tw
A3868,A5217,tw
A3868,A699,tw
A3492,A1897,tw
A3492,A3999,tw
A3492,A287,tw
A3492,A3674,tw
A3492,A617,tw
A3492,A145,tw
A3492,A1618,tw
A3492,A1179,tw
A3492,A2904,tw
A3492,A2895,tw
A3492,A5730,tw
A3492,A4105,tw
A3492,A1133,tw
A3492,A3564,tw
A3492,A1473,tw
A3492,A4809,tw
A3492,A4012,tw
A3492,A1343,tw
A3492,A3184,tw
A3492,A1614,tw
A6268,A2578,tw
A2917,A3257,tw
A3492,A871,tw
A3492,A2950,tw
A3492,A30,tw
A4858,A5179,tw
A3492,A5179,tw
A3492,A484,tw
A3373,A950,tw
A3490,A4808,tw
A3492,A2708,tw
A3492,A6135,tw
A3492,A5757,tw
A2895,A4948,tw
A3492,A3320,tw
A3492,A6248,tw
A3492,A1371,tw
A3492,A3895,tw
A3492,A3468,tw
A3492,A1142,tw
A3492,A4840,tw
A3492,A1911,tw
A3492,A3943,tw
A3827,A582,tw
A3827,A3564,tw
A3827,A4809,tw
A431,A5510,tw
A3827,A4189,tw
A3827,A3605,tw
A3827,A35,tw
A3827,A2081,tw
A3827,A2861,tw
A3827,A2760,tw
A3827,A2578,tw
A3827,A4193,tw
A3827,A2443,tw
A3827,A1245,tw
A3827,A2931,tw
A907,A2492,tw
A3366,A5730,tw
A3827,A6387,tw
A3827,A4358,tw
A3827,A6091,tw
A3827,A4756,tw
A3827,A1488,tw
A3827,A4834,tw
A3827,A3738,tw
A3827,A3118,tw
A3827,A4087,tw
A3827,A5105,tw
A3827,A3883,tw
A3827,A4373,tw
A3198,A1806,tw
A3198,A6053,tw
A3198,A4215,tw
A3198,A5244,tw
A3198,A2708,tw
A3198,A2747,tw
A3198,A3871,tw
A5843,A2871,tw
A5843,A2992,tw
A6257,A5846,tw
A6257,A1504,tw
A6257,A2904,tw
A6257,A3271,tw
A6257,A6282,tw
A6257,A6244,tw
A6257,A6332,tw
A6257,A6166,tw
A6257,A4473,tw
A6257,A2606,tw
A6257,A1912,tw
A6257,A1524,tw
A6257,A4040,tw
A6257,A5704,tw
A6257,A716,tw
A6257,A1273,tw
A6257,A4206,tw
A6257,A452,tw
A6257,A5599,tw
A6257,A2278,tw
A6257,A136,tw
A6257,A1673,tw
A6257,A2578,tw
A6257,A6354,tw
A4438,A3852,tw
A4594,A2588,tw
A4594,A4222,tw
A3798,A5883,tw
A4594,A6076,tw
A4594,A5883,tw
A4594,A2272,tw
A4594,A5351,tw
A4594,A2278,tw
A4594,A709,tw
A4594,A1458,tw
A4594,A5631,tw
A4594,A2326,tw
A4594,A1508,tw
A3798,A5178,tw
A3798,A4130,tw
A3568,A2923,tw
A3568,A2573,tw
A3568,A2032,tw
A3568,A3713,tw
A3568,A5783,tw
A3568,A3379,tw
A3568,A5003,tw
A3568,A4301,tw
A3568,A6200,tw
A3568,A1690,tw
A3568,A5167,tw
A3568,A2302,tw
A3568,A3208,tw
A3568,A5910,tw
A3568,A2916,tw
A3568,A5005,tw
A3568,A3718,tw
A3568,A3528,tw
A3568,A1018,tw
A5635,A3852,tw
A5635,A1618,tw
A5635,A4274,tw
A5635,A4473,tw
A5635,A6189,tw
A5635,A4240,tw
A5635,A6361,tw
A5635,A4708,tw
A5635,A1355,tw
A5635,A5135,tw
A5635,A4756,tw
A5635,A3203,tw
A2297,A1806,tw
A2297,A5401,tw
A2297,A3852,tw
A2297,A907,tw
A2297,A5644,tw
A2297,A5319,tw
A2297,A831,tw
A2297,A3102,tw
A2297,A5555,tw
A2297,A996,tw
A2297,A2750,tw
A2297,A4105,tw
A2297,A4137,tw
A2297,A3471,tw
A2297,A4809,tw
A2297,A4240,tw
A2297,A776,tw
A2297,A4973,tw
A2297,A3605,tw
A2297,A4314,tw
A2297,A820,tw
A2297,A1088,tw
A2297,A2067,tw
A494,A1613,tw
A2297,A2113,tw
A2297,A4194,tw
A2297,A3805,tw
A2297,A1657,tw
A2297,A2548,tw
A2297,A1435,tw
A2297,A2709,tw
A2297,A4983,tw
A4102,A3074,tw
A2297,A5266,tw
A2297,A5912,tw
A2297,A6231,tw
A1599,A381,tw
A2297,A5002,tw
A2297,A5134,tw
A2297,A5078,tw
A2297,A1822,tw
A2297,A5908,tw
A2297,A4230,tw
A2297,A1842,tw
A218,A5345,tw
A218,A5567,tw
A218,A4576,tw
A218,A107,tw
A218,A2628,tw
A218,A6201,tw
A1418,A4390,tw
A1418,A4192,tw
A1418,A108,tw
A3613,A1466,tw
A3613,A5745,tw
A3613,A6354,tw
A3613,A6091,tw
A4025,A928,tw
A384,A3322,tw
A384,A4939,tw
A384,A2,tw
A384,A3184,tw
A384,A176,tw
A384,A4858,tw
A384,A4240,tw
A384,A3951,tw
A6268,A4184,tw
A384,A4598,tw
A384,A4045,tw
A384,A275,tw
A384,A5366,tw
A384,A3025,tw
A384,A426,tw
A384,A2814,tw
A384,A4520,tw
A384,A1615,tw
A384,A157,tw
A384,A5494,tw
A384,A1176,tw
A384,A2424,tw
A384,A1912,tw
A384,A4231,tw
A384,A6347,tw
A384,A1756,tw
A384,A1288,tw
A384,A3605,tw
A384,A380,tw
A384,A4006,tw
A384,A35,tw
A384,A5788,tw
A384,A4262,tw
A384,A4716,tw
A384,A632,tw
A384,A6316,tw
A384,A3249,tw
A384,A3895,tw
A384,A5417,tw
A4594,A5178,tw
A3928,A1105,tw
A337,A5217,tw
A3928,A4821,tw
A3928,A4105,tw
A5368,A3166,tw
A3928,A5847,tw
A3928,A4809,tw
A3928,A3375,tw
A3928,A4939,tw
A873,A1711,tw
A873,A4708,tw
A3928,A4240,tw
A3928,A5494,tw
A3804,A3609,tw
A1008,A5510,tw
A5292,A740,tw
A6392,A3928,tw
A6392,A3249,tw
A6392,A1451,tw
A6392,A3779,tw
A4873,A2272,tw
A4835,A1952,tw
A1964,A5846,tw
A1964,A221,tw
A1964,A3852,tw
A1964,A1975,tw
A1964,A69,tw
A1964,A2904,tw
A1964,A3271,tw
A1964,A2479,tw
A1964,A988,tw
A4768,A3396,tw
A1964,A6282,tw
A3852,A2895,tw
A1964,A5210,tw
A1964,A3460,tw
A1964,A3184,tw
A1964,A2846,tw
A1964,A4054,tw
A1964,A380,tw
A1964,A35,tw
A1964,A5810,tw
A288,A470,tw
A1964,A4372,tw
A1964,A4972,tw
A1964,A5373,tw
A1964,A4355,tw
A1964,A4813,tw
A1964,A100,tw
A1964,A3669,tw
A1964,A5135,tw
A1964,A6330,tw
A1964,A3300,tw
A3616,A6270,tw
A3616,A6160,tw
A3616,A34,tw
A3616,A5578,tw
A3616,A581,tw
A3616,A1640,tw
A5571,A1524,tw
A5571,A1273,tw
A5571,A5443,tw
A4491,A6257,tw
A4491,A99,tw
A4491,A4594,tw
A4491,A2008,tw
A4491,A288,tw
A4491,A3852,tw
A4491,A4678,tw
A4491,A2046,tw
A4491,A3877,tw
A4491,A4814,tw
A4491,A5319,tw
A4491,A6049,tw
A4491,A5247,tw
A4491,A3798,tw
A4491,A5540,tw
A4491,A5238,tw
A4491,A5368,tw
A4491,A3188,tw
A4491,A3271,tw
A4491,A2895,tw
A4491,A6244,tw
A4491,A2109,tw
A4491,A5730,tw
A4491,A4473,tw
A4491,A3073,tw
A4491,A4105,tw
A4491,A3166,tw
A4491,A2714,tw
A4491,A3666,tw
A4491,A1473,tw
A4491,A5093,tw
A4491,A2672,tw
A431,A3168,tw
A4491,A3822,tw
A4491,A4458,tw
A4491,A1124,tw
A4594,A4948,tw
A337,A494,tw
A4491,A3184,tw
A4491,A3008,tw
A4491,A1805,tw
A4491,A4240,tw
A4491,A6082,tw
A4491,A4598,tw
A4491,A4014,tw
A4594,A6040,tw
A177,A1657,tw
A4491,A2846,tw
A4491,A2866,tw
A4491,A6361,tw
A4491,A4520,tw
A4594,A5853,tw
A4491,A1186,tw
A4491,A6052,tw
A4491,A1930,tw
A4491,A4231,tw
A4491,A4948,tw
A4491,A1756,tw
A4491,A3500,tw
A4491,A20,tw
A4491,A4732,tw
A3494,A2242,tw
A4491,A5794,tw
A4491,A5303,tw
A4491,A3558,tw
A4491,A1950,tw
A4491,A4372,tw
A4491,A6050,tw
A4491,A4226,tw
A4491,A2489,tw
A4491,A1142,tw
A4491,A4222,tw
A4491,A385,tw
A4491,A6090,tw
A4491,A2733,tw
A4491,A3995,tw
A4491,A5599,tw
A4491,A1795,tw
A4594,A3034,tw
A4491,A2471,tw
A4491,A1458,tw
A4491,A5631,tw
A4491,A4110,tw
A4491,A2326,tw
A4491,A5178,tw
A4491,A4386,tw
A4491,A749,tw
A4491,A1205,tw
A4491,A5373,tw
A4491,A1673,tw
A4491,A5440,tw
A4491,A4355,tw
A4491,A1340,tw
A4491,A3220,tw
A4491,A100,tw
A4491,A3051,tw
A4491,A6354,tw
A4491,A4708,tw
A4491,A2550,tw
A4491,A2748,tw
A4491,A1139,tw
A4491,A4818,tw
A4491,A1734,tw
A4685,A2472,tw
A4491,A1944,tw
A494,A3322,tw
A4491,A1437,tw
A4491,A3372,tw
A4491,A6075,tw
A4491,A3346,tw
A431,A4040,tw
A4491,A6157,tw
A4491,A4986,tw
A4491,A4723,tw
A4491,A6330,tw
A4491,A5213,tw
A4491,A1093,tw
A4491,A1496,tw
A4491,A2954,tw
A6215,A2757,tw
A4491,A2890,tw
A4491,A2292,tw
A4491,A2824,tw
A4491,A1016,tw
A4491,A5195,tw
A4491,A4448,tw
A4491,A2444,tw
A4491,A5912,tw
A4491,A4306,tw
A4491,A2324,tw
A3447,A992,tw
A3447,A2493,tw
A3447,A4259,tw
A1673,A416,tw
A3447,A2947,tw
A3447,A2952,tw
A3447,A3837,tw
A3271,A5113,tw
A3447,A5518,tw
A3447,A1250,tw
A3447,A2500,tw
A3447,A5943,tw
A3447,A1010,tw
A3447,A2396,tw
A2179,A4329,tw
A4685,A6325,tw
A177,A5105,tw
A3447,A6088,tw
A3447,A4749,tw
A4580,A1827,tw
A337,A5594,tw
A4580,A3996,tw
A4580,A907,tw
A4580,A2472,tw
A4580,A1802,tw
A4580,A2918,tw
A337,A4274,tw
A4580,A642,tw
A4580,A458,tw
A4580,A2194,tw
A3796,A1245,tw
A4580,A5680,tw
A4580,A1615,tw
A4580,A2113,tw
A4580,A1945,tw
A4580,A576,tw
A4580,A2612,tw
A4580,A3329,tw
A4580,A4781,tw
A4580,A2882,tw
A4580,A5266,tw
A4580,A5808,tw
A4580,A2444,tw
A4580,A412,tw
A5677,A1476,tw
A5677,A392,tw
A5677,A1992,tw
A5677,A3779,tw
A5677,A3738,tw
A336,A6079,tw
A336,A5447,tw
A2068,A2555,tw
A336,A1250,tw
A336,A1012,tw
A1111,A1822,tw
A67,A6376,tw
A67,A5967,tw
A67,A2950,tw
A67,A1657,tw
A1504,A4710,tw
A67,A1713,tw
A67,A3738,tw
A67,A388,tw
A2068,A6366,tw
A2068,A336,tw
A2068,A1730,tw
A4594,A6347,tw
A2068,A5447,tw
A2068,A5420,tw
A2068,A1571,tw
A4286,A1010,tw
A2068,A1012,tw
A4616,A952,tw
A678,A2214,tw
A678,A266,tw
A3804,A3616,tw
A4471,A3030,tw
A4471,A5499,tw
A4471,A2752,tw
A4471,A2999,tw
A4471,A498,tw
A4314,A2492,tw
A4471,A2461,tw
A4471,A5741,tw
A380,A3895,tw
A4471,A2477,tw
A4471,A1851,tw
A4471,A3878,tw
A4471,A3956,tw
A4471,A3203,tw
A4471,A3883,tw
A4244,A2240,tw
A4471,A3371,tw
A4471,A3428,tw
A6376,A1864,tw
A6376,A2747,tw
A6376,A6018,tw
A6376,A2658,tw
A6376,A5234,tw
A6376,A6303,tw
A6376,A535,tw
A6376,A3933,tw
A6376,A513,tw
A6376,A4298,tw
A6376,A6091,tw
A6376,A5266,tw
A6376,A570,tw
A6376,A5341,tw
A177,A5078,tw
A6376,A5013,tw
A6376,A1565,tw
A6376,A674,tw
A6376,A2051,tw
A6376,A2592,tw
A6376,A2058,tw
A6376,A1488,tw
A6376,A3291,tw
A3559,A1897,tw
A6376,A4424,tw
A6376,A3738,tw
A6376,A5148,tw
A6376,A6405,tw
A6376,A2992,tw
A6376,A5912,tw
A6376,A5002,tw
A6376,A3203,tw
A6376,A3387,tw
A6376,A4943,tw
A6376,A3921,tw
A6376,A2401,tw
A6376,A6329,tw
A6376,A1097,tw
A6376,A5770,tw
A4685,A2397,tw
A6376,A1966,tw
A1867,A4749,tw
A6376,A5434,tw
A6376,A3526,tw
A6332,A241,tw
A6376,A3645,tw
A1429,A4597,tw
A6376,A6228,tw
A6376,A5239,tw
A6376,A5105,tw
A6376,A1501,tw
A6376,A5189,tw
A6376,A571,tw
A6376,A5078,tw
A6376,A3883,tw
A6376,A1731,tw
A6376,A1534,tw
A6376,A954,tw
A6376,A4230,tw
A6376,A1029,tw
A6376,A3528,tw
A5130,A5494,tw
A6376,A1018,tw
A6376,A5468,tw
A6376,A3936,tw
A6376,A4897,tw
A6376,A2192,tw
A2503,A5997,tw
A3271,A3396,tw
A2688,A3396,tw
A2688,A3013,tw
A113,A1086,tw
A1975,A1343,tw
A2688,A275,tw
A2688,A2444,tw
A2688,A5443,tw
A2688,A4100,tw
A1578,A3116,tw
A1578,A3292,tw
A1578,A2853,tw
A2790,A4594,tw
A2790,A5769,tw
A2000,A2890,tw
A5768,A4124,tw
A4453,A3605,tw
A4453,A3645,tw
A5881,A3616,tw
A5881,A660,tw
A5881,A1583,tw
A5881,A2172,tw
A337,A4314,tw
A5881,A469,tw
A5644,A4064,tw
A5270,A1142,tw
A5270,A6304,tw
A5270,A4708,tw
A5270,A4064,tw
A5270,A3805,tw
A1286,A5912,tw
A5270,A5135,tw
A5270,A4329,tw
A5270,A1570,tw
A5270,A1864,tw
A5270,A4834,tw
A5270,A3738,tw
A4594,A1841,tw
A4594,A5846,tw
A4594,A3212,tw
A2271,A802,tw
A4594,A5177,tw
A4594,A384,tw
A4594,A288,tw
A4594,A5286,tw
A4594,A2297,tw
A4594,A3321,tw
A4594,A5903,tw
A4594,A4694,tw
A4594,A3852,tw
A4594,A3605,tw
A4594,A735,tw
A4594,A3175,tw
A4594,A3258,tw
A5088,A3919,tw
A4594,A3384,tw
A4594,A5568,tw
A4594,A660,tw
A4594,A6282,tw
A4594,A6210,tw
A4594,A5034,tw
A4594,A3492,tw
A4594,A6117,tw
A4594,A2046,tw
A4594,A473,tw
A4594,A287,tw
A4594,A4035,tw
A4594,A907,tw
A4594,A3877,tw
A4594,A838,tw
A4594,A5644,tw
A4594,A6373,tw
A4594,A3527,tw
A3852,A4687,tw
A4594,A280,tw
A4594,A4814,tw
A4594,A3038,tw
A4594,A5319,tw
A4594,A3070,tw
A4594,A5446,tw
A4594,A6049,tw
A4594,A5247,tw
A4594,A2577,tw
A4594,A5057,tw
A4594,A431,tw
A4594,A337,tw
A4594,A5221,tw
A4594,A177,tw
A4594,A3798,tw
A4594,A1564,tw
A4594,A4376,tw
A337,A4240,tw
A4594,A1975,tw
A1975,A5368,tw
A4594,A4274,tw
A4594,A2904,tw
A4594,A4214,tw
A4594,A3647,tw
A4594,A494,tw
A4594,A51,tw
A4594,A1586,tw
A4594,A1566,tw
A4594,A2727,tw
A4594,A2449,tw
A2449,A6166,tw
A4594,A5997,tw
A4594,A3188,tw
A3798,A3271,tw
A4594,A3271,tw
A4594,A6375,tw
A4594,A5555,tw
A4594,A2435,tw
A4594,A2895,tw
A4594,A736,tw
A4594,A1079,tw
A4594,A3494,tw
A4594,A3086,tw
A4594,A5299,tw
A4594,A4768,tw
A4594,A5893,tw
A4594,A4065,tw
A4594,A5730,tw
A4594,A996,tw
A4594,A2740,tw
A3796,A1740,tw
A1627,A409,tw
A5113,A3194,tw
A4594,A540,tw
A2644,A2492,tw
A4594,A2750,tw
A4594,A1756,tw
A4594,A6385,tw
A4594,A4130,tw
A4594,A5720,tw
A4594,A4321,tw
A288,A1401,tw
A288,A5810,tw
A873,A5794,tw
A288,A2065,tw
A288,A5704,tw
A288,A4477,tw
A288,A5145,tw
A288,A3895,tw
A288,A1110,tw
A288,A6050,tw
A288,A4352,tw
A288,A2841,tw
A288,A1071,tw
A288,A5189,tw
A288,A4222,tw
A288,A6134,tw
A288,A6090,tw
A288,A826,tw
A288,A627,tw
A288,A1545,tw
A6302,A1018,tw
A319,A6336,tw
A288,A5182,tw
A288,A5351,tw
A288,A2278,tw
A288,A515,tw
A288,A1217,tw
A3751,A5908,tw
A288,A3696,tw
A288,A75,tw
A288,A2861,tw
A288,A5500,tw
A288,A3097,tw
A288,A1612,tw
A1286,A4240,tw
A288,A1673,tw
A288,A3769,tw
A288,A4813,tw
A288,A3220,tw
A288,A4782,tw
A288,A4708,tw
A288,A2550,tw
A288,A1201,tw
A288,A3242,tw
A288,A1937,tw
A288,A3662,tw
A288,A5849,tw
A288,A4064,tw
A288,A1437,tw
A288,A3346,tw
A288,A3805,tw
A288,A4723,tw
A288,A6330,tw
A288,A5222,tw
A494,A416,tw
A288,A1496,tw
A288,A4329,tw
A288,A2292,tw
A288,A2492,tw
A288,A3779,tw
A288,A5266,tw
A288,A4448,tw
A288,A3275,tw
A288,A4834,tw
A288,A3738,tw
A288,A6231,tw
A288,A159,tw
A5737,A1640,tw
A337,A1088,tw
A172,A6032,tw
A6189,A3528,tw
A6189,A1822,tw
A4814,A472,tw
A288,A4087,tw
A288,A4100,tw
A288,A4597,tw
A288,A2912,tw
A288,A192,tw
A288,A1986,tw
A288,A3194,tw
A288,A4653,tw
A1796,A874,tw
A1796,A595,tw
A1796,A617,tw
A1796,A2129,tw
A1796,A242,tw
A1796,A3436,tw
A1642,A4766,tw
A1796,A1587,tw
A386,A3803,tw
A1796,A609,tw
A1796,A5941,tw
A1796,A3097,tw
A1796,A2337,tw
A1796,A4741,tw
A1429,A632,tw
A1429,A5619,tw
A415,A1303,tw
A1429,A1088,tw
A1429,A5630,tw
A5579,A1517,tw
A5579,A2206,tw
A5579,A5442,tw
A5579,A1922,tw
A4350,A4814,tw
A4350,A5312,tw
A4350,A4768,tw
A4350,A3564,tw
A4105,A3824,tw
A4350,A3759,tw
A4350,A6268,tw
A4350,A2950,tw
A4350,A1245,tw
A3796,A6157,tw
A4350,A5215,tw
A4350,A1393,tw
A4350,A2413,tw
A4350,A3341,tw
A287,A310,tw
A4350,A4655,tw
A4424,A1259,tw
A4350,A2592,tw
A287,A3738,tw
A4350,A3738,tw
A4350,A2830,tw
A4350,A4597,tw
A4350,A5908,tw
A2834,A4041,tw
A2834,A6239,tw
A3296,A2317,tw
A3296,A5730,tw
A3296,A3241,tw
A3296,A3548,tw
A1006,A2435,tw
A1006,A3184,tw
A1006,A1805,tw
A1006,A6005,tw
A1006,A380,tw
A1006,A3828,tw
A1006,A3895,tw
A1006,A5178,tw
A1006,A5373,tw
A1006,A4355,tw
A1006,A4504,tw
A1006,A5135,tw
A288,A3852,tw
A288,A1722,tw
A288,A864,tw
A288,A6042,tw
A288,A446,tw
A288,A3480,tw
A288,A5349,tw
A288,A4814,tw
A4814,A1575,tw
A288,A6238,tw
A863,A736,tw
A288,A1529,tw
A337,A5288,tw
A288,A4274,tw
A4274,A3864,tw
A288,A2904,tw
A288,A5368,tw
A288,A3188,tw
A288,A3271,tw
A288,A2435,tw
A288,A2895,tw
A288,A2109,tw
A288,A3082,tw
A288,A5730,tw
A288,A4473,tw
A288,A4821,tw
A288,A4105,tw
A288,A1133,tw
A288,A3166,tw
A288,A5732,tw
A288,A2473,tw
A288,A458,tw
A288,A4877,tw
A288,A4351,tw
A431,A1343,tw
A288,A6268,tw
A288,A881,tw
A288,A1711,tw
A288,A5012,tw
A288,A3184,tw
A288,A4520,tw
A288,A3029,tw
A3434,A4358,tw
A3434,A3291,tw
A3434,A1153,tw
A3434,A2992,tw
A3434,A1966,tw
A3434,A5105,tw
A3434,A3883,tw
A1523,A3102,tw
A1523,A5417,tw
A1523,A5910,tw
A5287,A3852,tw
A5287,A4814,tw
A5287,A3647,tw
A5287,A4973,tw
A5287,A4006,tw
A5287,A3500,tw
A5287,A5619,tw
A5287,A2363,tw
A5287,A6091,tw
A5287,A5912,tw
A5287,A3203,tw
A5287,A1966,tw
A5287,A1974,tw
A1102,A6156,tw
A2145,A1586,tw
A2145,A225,tw
A552,A1153,tw
A4473,A3013,tw
A2145,A2550,tw
A2145,A2442,tw
A2145,A6045,tw
A2145,A310,tw
A2145,A3738,tw
A47,A2950,tw
A2145,A3428,tw
A837,A2471,tw
A4167,A4149,tw
A837,A4407,tw
A837,A1454,tw
A3852,A136,tw
A3852,A5026,tw
A3852,A1673,tw
A3852,A2257,tw
A3852,A2894,tw
A3852,A3671,tw
A3852,A3456,tw
A3852,A4355,tw
A3852,A5409,tw
A3852,A3769,tw
A3852,A1885,tw
A3852,A2636,tw
A431,A2578,tw
A3852,A2578,tw
A3852,A4640,tw
A6215,A2904,tw
A3852,A4813,tw
A3852,A2399,tw
A3852,A6278,tw
A3852,A4906,tw
A3852,A2288,tw
A6140,A140,tw
A3852,A5681,tw
A3852,A100,tw
A3852,A4782,tw
A3852,A1359,tw
A3852,A6354,tw
A3852,A6190,tw
A3852,A4708,tw
A3852,A2550,tw
A3852,A5918,tw
A3852,A2067,tw
A3852,A2442,tw
A3852,A3242,tw
A3852,A4766,tw
A3852,A1937,tw
A3852,A98,tw
A3852,A3488,tw
A3852,A1734,tw
A3852,A6019,tw
A3852,A4023,tw
A3852,A1819,tw
A3852,A1437,tw
A3852,A1355,tw
A3852,A4103,tw
A3852,A4260,tw
A2672,A5222,tw
A3852,A6365,tw
A3852,A6214,tw
A3852,A3346,tw
A3852,A4251,tw
A3852,A6157,tw
A3852,A6289,tw
A3852,A4731,tw
A3852,A3024,tw
A3852,A6125,tw
A3852,A2956,tw
A3852,A5135,tw
A3852,A6045,tw
A2138,A2577,tw
A2138,A6387,tw
A2138,A5912,tw
A1722,A5319,tw
A1722,A4240,tw
A1722,A3468,tw
A1722,A1673,tw
A1722,A3291,tw
A1722,A4407,tw
A5514,A1975,tw
A522,A561,tw
A5514,A1220,tw
A5514,A1771,tw
A5514,A4708,tw
A5514,A1029,tw
A5070,A3999,tw
A3492,A1851,tw
A1466,A5139,tw
A3492,A3812,tw
A3492,A720,tw
A3492,A846,tw
A3492,A5826,tw
A3492,A802,tw
A3492,A2492,tw
A3457,A3729,tw
A879,A35,tw
A3492,A3729,tw
A3492,A825,tw
A3492,A6288,tw
A2351,A1194,tw
A3492,A4667,tw
A5312,A6121,tw
A3492,A4424,tw
A3492,A3738,tw
A3492,A2992,tw
A582,A2992,tw
A3492,A5912,tw
A3492,A3203,tw
A3492,A1123,tw
A3492,A3858,tw
A3492,A241,tw
A3492,A1534,tw
A3492,A4230,tw
A3492,A4817,tw
A3492,A3106,tw
A6187,A2650,tw
A3492,A1603,tw
A5940,A2575,tw
A5940,A2076,tw
A762,A1000,tw
A5940,A5502,tw
A5940,A5229,tw
A3474,A4624,tw
A3271,A2109,tw
A3474,A3019,tw
A3474,A23,tw
A5179,A1966,tw
A4172,A1897,tw
A4172,A3797,tw
A3494,A4410,tw
A4172,A802,tw
A1666,A6376,tw
A933,A3852,tw
A933,A494,tw
A1234,A547,tw
A933,A1133,tw
A933,A3605,tw
A933,A4732,tw
A4098,A491,tw
A494,A881,tw
A933,A6121,tw
A933,A3779,tw
A4098,A6001,tw
A933,A429,tw
A1303,A4984,tw
A1303,A6401,tw
A1303,A2484,tw
A1303,A2376,tw
A1303,A1704,tw
A1303,A1589,tw
A1303,A174,tw
A1303,A1868,tw
A3363,A444,tw
A3502,A1182,tw
A337,A3605,tw
A3363,A3070,tw
A3363,A494,tw
A1932,A6039,tw
A1932,A4433,tw
A1932,A3510,tw
A1932,A4624,tw
A1932,A4588,tw
A1932,A4593,tw
A4595,A597,tw
A4595,A6376,tw
A4595,A111,tw
A4595,A3593,tw
A6117,A2525,tw
A784,A5874,tw
A6117,A2890,tw
A5892,A5312,tw
A5892,A3335,tw
A415,A3279,tw
A415,A4324,tw
